nome,sku,preco_atual,preco_original,estoque,marca,categorias,descricao,imagens,url
Laranja Seleta,PD102203,21.65,129.9,Disponível,Planta Delivery,,"Tamanho aproximado: 1,00 m a 1,50 m NOME CIENTÍFICO Citrus Sinensis NOMES POPULARES Laranja Seleta, Laranja-da-terra, Laranja-de-sangue Família Rutaceae. Clima Se desenvolve melhor em regiões de clima tropical, semitropical ou temperado. Origem Sul da China. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694767/3da88af343.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694767/401a43d5a5.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694940/0f42dffd7f.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694531/379b1d3131.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138694090/7dfeced850.jpg,https://www.plantadelivery.com.br/laranja-seleta
Lavanda,PD092248,39.9,39.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Lavandula sp; NOMES POPULARES Lavanda, Alfazema. FAMÍLIA Lamiaceae. CLIMA Mediterrâneo, Oceânico, Subtropical, Temperado; ORIGEM África, Ásia, Europa, Índia, Mediterrâneo. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138469239/lavanda-3pzqkneutz.png | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138469239/lavandula-dentata-10-5yjwvef35j.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138469239/cuidados-lavanda-1n54jyc9g4.jpeg,https://www.plantadelivery.com.br/lavanda
Léia Rubra,PD0922168,89.9,109.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Leea rubra; NOMES POPULARES Léia-rubra, Léia-vermelha. FAMÍLIA Vitaceae. CLIMA Equatorial, Tropical; ORIGEM Ásia, Birmânia, Índia, Malásia. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138623758/570bf9c04d.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138623758/e384df253c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138507106/c8a4213823.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138634156/d3290cfe46.jpg,https://www.plantadelivery.com.br/leia-rubra
Léia Verde,PD0922189,109.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Leea coccinea; NOMES POPULARES Léia, Léia-Verde, Léia-Alaranjada. FAMÍLIA Vitaceae. CLIMA Tropical, Subtropical, Equatorial; ORIGEM Burma, Camboja. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138634156/d3290cfe46.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138634156/70b2176243.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138623758/570bf9c04d.jpg,https://www.plantadelivery.com.br/leia-verde
Licuala,PD122116,21.65,129.9,Disponível,Planta Delivery,,"Tamanho aproximado: 0,80 a 1,20 m A licuala-redonda é uma palmeira monóica e ornamental, de estipe único e curto e crescimento bastante lento. Ela se caracteriza por ter até 15 folhas enormes, plissadas, brilhantes e que podem ser palmadas, na forma “peltata“, e inteiras e redondas na “sumawongii“. Cada folha é sustentada por um forte pecíolo, de margens espinhentas e à medida que as folhas caem, parte dos pecíolos antigos permanece no caule, recobrindo-o e dando um aspecto fibroso. As inflorescências surgem dentre a folhagem e são do tipo espiga, arqueadas, subdividindo-se a partir de uma raquis central, em muitas espiguetas. Cada espigueta carrega numerosas flores esverdeadas e hermafroditas, que são muito atrativas para as abelhas por serem perfumadas e ricas em néctar. Os frutos que se seguem são drupas globulares, de cor laranja quando maduros, e carregam cada um uma única semente. Esta palmeira de leque é ideal para cultivar em ambientes internos, em vasos amplos e perfeitamente drenáveis. Ela no entanto, precisa de umidade suplementar em ambientes secos, e ficará feia, com as pontas queimadas, em locais com ar condicionado permanentemente ligado. Também prescinde de grandes espaços, tanto para se desenvolver, como para ficar proporcional ao ambiente. Ideal para grandes salas, saguões, jardins de inverno, pátios, estufas e halls de entrada, como em shoppings, grandes escritórios e residências. No jardim, ela se adapta muito bem em locais sombreados por outras árvores, de maior porte, onde pode ser uma forração interessante, adicionando uma beleza tropical e escultural onde quer que seja utilizada, isolada ou em pequenos grupos. Suas folhas exuberantes criam invariavelmente foco de atenção no jardim. Deve ser cultivada sob luz filtrada ou meia sombra, em substrato preferencialmente arenoso, enriquecido com matéria orgânica, drenável e irrigado regularmente. Aprecia o calor e a umidade tropicais, mas é uma das poucas palmeiras de leque que suporta temperaturas m",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/140610499/97c1a7fabd.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/140610499/91043be8cf.jpg,https://www.plantadelivery.com.br/licuala
Ligustro,PD0922147,89.9,89.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Ligustrum sinense; NOMES POPULARES Ligustro-arbustivo, Alfeneiro-da-china, Ligustrinho, Ligustro, Ligustro-chinês;. FAMÍLIA Oleaceae. CLIMA Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical; ORIGEM Ásia, China, Coréia do Norte, Coréia do Sul; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138612786/fe316d869e.jpg,https://www.plantadelivery.com.br/ligustro
Limão Siciliano,PD102206,21.65,129.9,Disponível,Planta Delivery,,"Tamanho aproximado: 1,00 m a 1,50 m NOME CIENTÍFICO Citrus limon NOMES POPULARES Limoeiro, limão-eureka, limão-gênova, limão-feminello, limão-monochelo, limão-lisboa, limão-verde, limão-verdadeiro Família Rutaceae. Clima Adapta-se em climas tropicais entre 23 e 32 graus.. Origem Sul da Índia e China. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138695536/7fcf1a1268.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138695536/6ccde3cabf.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139838078/a99269db16.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138695240/fc3414e5e5.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138533302/f930d189c6.jpg,https://www.plantadelivery.com.br/limao-siciliano
Limão Taiti,PD102205,21.65,129.9,Disponível,Planta Delivery,,"Tamanho aproximado: 1,00 m a 1,50 m NOME CIENTÍFICO Citrus latifolia NOMES POPULARES limão-taiti, limão, limoeiro, lima-ácida, lime. Família Rutaceae. Clima Adapta-se em climas tropicais entre 23 e 32 graus.. Origem Sul da Índia e China. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138695240/fc3414e5e5.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138695240/631f7a0ace.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139838078/a99269db16.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138695536/7fcf1a1268.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138533302/f930d189c6.jpg,https://www.plantadelivery.com.br/limao-taiti
Lírio da Paz - Pote 15,PD092271,109.9,49.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Spathiphyllum wallisii NOMES POPULARES Lírio-da-paz, Bandeira-branca, Espatifilo; FAMÍLIA Araceae; CLIMA Equatorial, Subtropical, Tropical; ORIGEM América do Sul, Colômbia, Venezuela; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138505471/d76a255067.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138505471/60ae080311.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/177261932/d224050d05.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/174033709/146cc62d69.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138609282/03311cb540.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/174064565/55000e72c0.jpg,https://www.plantadelivery.com.br/lirio-da-paz-pote-17
Liriope Variegata - Caixa com 12 unidades,PD092265,59.9,59.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Liriope spicata; NOMES POPULARES Liríope, Barba de Serpente; FAMÍLIA Asparagaceaee; CLIMA Continental, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;; ORIGEM Ásia, China, Vietnã; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138502678/997617bab8.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138503045/f89f5f96b3.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138537441/4c2e717b7c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138636499/13cf531267.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138611281/14e7284859.jpg,https://www.plantadelivery.com.br/liriope-variegata-caixa-com-12-unidades
Liriope Verde - Caixa com 12 unidades,PD092266,59.9,59.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Liriope spicata; NOMES POPULARES Liríope, Barba de Serpente; FAMÍLIA Asparagaceaee; CLIMA Continental, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;; ORIGEM Ásia, China, Vietnã; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138503045/f89f5f96b3.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138502678/997617bab8.jpg,https://www.plantadelivery.com.br/liriope-verde-caixa-com-12-unidades
Maçã Eva,PD102218,21.65,129.9,Disponível,Planta Delivery,,"NOME CIENTÍFICO Malus domestica Borkh NOMES POPULARES Maçã. Família Rosaceae. Clima Adapta-se em climas tropicais entre 23 e 32 graus.. Origem Oriente Médio e Leste Asiático. Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138721251/027628be15.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138721251/a9daefb576.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138721251/8fe2599023.jpg,https://www.plantadelivery.com.br/maca
Maranta Charuto,PD240146,33.31,199.9,Disponível,,,"A Maranta Charuto é uma planta encantadora, com folhas deslumbrantes e uma resistência notável. No entanto, é necessário fornecer cuidados específicos para garantir seu bem-estar. Evite exposição direta ao sol, pois suas folhas podem queimar. A planta prospera em ambientes úmidos que replicam seu habitat natural, exigindo muita claridade. Recomenda-se a exposição à luz solar nas primeiras horas da manhã. TAMANHO DA MUDA 0,90 a 1,20 metros; NOME POPULAR Maranta charuto; NOME CIENTÍFICO Calathea Lutea; FAMÍLIA Marantaceae; ORIGEM América Tropical; Imagem Ilustrativa: A planta segue com vaso simples ou torrão. Instruções Básicas: Caro cliente, assim que receber seu produto, retire-o da embalagem e o coloque em seu lugar definitivo de plantio, lembrando sempre que o mesmo deverá ter o dobro do tamanho do torrão da planta para que haja espaço para colocar substrato adicional para um melhor desenvolvimento e não esqueça de ler atentamente as informações de sua planta para um melhor cuidado.",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/251731551/maranta-charuto-piix219eaa.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/251731551/maranta-charuto-3-1c4ffv3f16.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/251731551/maranta-charuto-2-5ddq3phblc.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139836609/70286c6b6c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138525806/4a77adfd81.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138525352/68284e8631.jpg,https://www.plantadelivery.com.br/maranta-charuto
Maranta-Cinza / Tenante,PD122127,199.9,59.9,Disponível,Planta Delivery,,"Tamanho aproximado: 0,80 a 1,20 m A maranta-cinza é uma folhagem ornamental, herbácea e rizomatosa, com altura entre 30 a 60 centímetros. Suas folhas são elípticas, alongadas e sustentadas por longos pecíolos pilosos que despontam diretamente do rizoma. Elas tem textura coriácea e fundo de cor verde-prateada, marcado com um singular padrão de espinha de peixe, em faixas verde-escuras, que colorem as margens também. A página inferior das folhas é arroxeado de maneira uniforme. As inflorescências surgem no outono e não tem importância decorativa. Elas são do tipo espiga, com brácteas protegendo as flores pequenas, de cor branco-creme. A maranta-cinza é ideal para forrar bosques e outras áreas semi-sombreadas no jardim, formando maciços de textura e colorido interessantes, valorizando assim o paisagismo. A combinação com maciços de outras marantáceas, ou qualquer outra espécie de forração para sombras, como a grama-japonesa, acrescenta vivacidade a espaços pouco iluminados, onde as flores são mais difíceis de cultivar. A maranta-cinza é uma planta que se encaixa perfeitamente em jardins contemporâneos e tropicais e acompanha a vanguarda de jardins de baixa manutenção. Também pode ser plantada em vasos, adornando interiores, varandas e pátios protegidos do sol. Deve ser cultivada sob meia-sombra ou sombra clara, em solo rico em matéria orgânica, drenável e mantido úmido. Esta maranta, aprecia o calor e a umidade, mas é intolerante a encharcamentos por períodos prolongados. O sol pleno provoca enrolamento das folhas e queimaduras nesta espécie. É muito rústica e capaz de tolerar o frio da região sul do Brasil. Não necessita podas ou outras manutenções. Multiplica-se pela divisão das touceiras, em qualquer época do ano, com exceção do inverno, mantendo cada nova muda com folhas e raízes. NOME CIENTÍFICO Ctenanthe setosa NOMES POPULARES Maranta-cinza, Tenante FAMÍLIA Marantaceae CLIMA Equatorial, Subtropical e Tropical ORIGEM América do Sul, Brasil ALTURA Pode chegar a 1 m",https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139836609/70286c6b6c.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/139836609/281644c970.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/251731551/maranta-charuto-piix219eaa.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138525806/4a77adfd81.jpg | https://cdn.awsli.com.br/1200x1200/1982/1982052/produto/138525352/68284e8631.jpg,https://www.plantadelivery.com.br/maranta-cinza-tenante
